Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,abbreviation,allelic_requirement,consider,database_cross_reference,definition,discarded/obsoleted synonym,has_alternative_id,has_broad_synonym,has_exact_synonym,has_narrow_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,has_synonym_type,http://data.bioontology.org/metadata/treeView,http://purl.obolibrary.org/obo/hp.obo#hposlim_core,http://purl.obolibrary.org/obo/hp.obo#secondary_consequence,http://purl.obolibrary.org/obo/IAO_0000231,http://purl.obolibrary.org/obo/IAO_0000700,http://purl.obolibrary.org/obo/RO_0002581,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/contributor,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/date,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,in_subset,inheres in,inheres in part of,layperson term,logical-definition-view-relation,part of,plural form,shorthand,subset_property,synonym_type_property,term replaced by,UK spelling
http://purl.obolibrary.org/obo/HP_0006502,Aplasia/Hypoplasia involving the carpal bones,Absent/small wrist bones|Absent/underdeveloped wrist bones,Absence or underdevelopment of the carpal bones.,false,,,http://purl.obolibrary.org/obo/HP_0001191|http://purl.obolibrary.org/obo/HP_0005927,,,,UMLS:C4025033,Absence or underdevelopment of the carpal bones.,,,,Absent/small wrist bones|Absent/underdeveloped wrist bones,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0001191|http://purl.obolibrary.org/obo/HP_0005927,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2008-03-28T06:35:00Z,,HP:0006502,,Aplasia/Hypoplasia involving the carpal bones,,HP:0006502,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000228,Oral cavity telangiectasia,Oral cavity teleangiectasia|Angioectasias of the oral cavity|Spider veins of the mouth|Spider veins of the oral cavity|Angioectasias of the mouth,Presence of telangiectases in the oral cavity.,false,,,http://purl.obolibrary.org/obo/HP_0100579|http://purl.obolibrary.org/obo/HP_0011830,,,,UMLS:C4025877|UMLS:C4280667,Presence of telangiectases in the oral cavity.,,,,Oral cavity teleangiectasia,,,human_phenotype,Angioectasias of the oral cavity|Spider veins of the mouth|Spider veins of the oral cavity|Angioectasias of the mouth,,http://purl.obolibrary.org/obo/HP_0100579|http://purl.obolibrary.org/obo/HP_0011830,,,,,,,,,,,,,,,,,,HP:0000228,,Oral cavity telangiectasia,,HP:0000228,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010643,Midnasal atresia,,Absence or abnormal closure of the midnasal cavity.,false,,,http://purl.obolibrary.org/obo/HP_0010644,,,,UMLS:C4023762,Absence or abnormal closure of the midnasal cavity.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0010644,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2009-12-17T05:06:01Z,,HP:0010643,,Midnasal atresia,,HP:0010643,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0025177,Peribronchovascular interstitial thickening,,"Thickening of the peribronchovascular interstitium, a connective tissue sheath that surrounds the central bronchi and pulmonary arteries. The peribronchovascular interstitium extends from the level of the pulmonary hila into the peripheral lung. This feature may be ascertained on high-resolution computer tomography.",false,,,http://purl.obolibrary.org/obo/HP_0006530,,,,,"Thickening of the peribronchovascular interstitium, a connective tissue sheath that surrounds the central bronchi and pulmonary arteries. The peribronchovascular interstitium extends from the level of the pulmonary hila into the peripheral lung. This feature may be ascertained on high-resolution computer tomography.",,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0006530,,,,,,,2016-12-04T19:41:52Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0025177,,Peribronchovascular interstitial thickening,,HP:0025177,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007414,Neonatal wrinkled skin of hands and feet,Wrinkled skin of hands and feet in newborn,,false,,,http://purl.obolibrary.org/obo/HP_0100678,,,,UMLS:C4024884,,,,,Wrinkled skin of hands and feet in newborn,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0100678,,,,,,,,,,,,,,,,,,HP:0007414,,Neonatal wrinkled skin of hands and feet,,HP:0007414,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031509,Dry nipple,,Abnormally dry skin in the area of the nipple of the breast.,false,,,http://purl.obolibrary.org/obo/HP_0004404,,,,,Abnormally dry skin in the area of the nipple of the breast.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0004404,,,,,,,2017-09-21T02:19:46Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0031509,,Dry nipple,,HP:0031509,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0040112,Abnormal number of tubercles,,,false,,,http://purl.obolibrary.org/obo/HP_0000377,,,,UMLS:C4022431,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0000377,,,,,,,,,,,,,https://orcid.org/0000-0002-5316-1399,,,,,HP:0040112,,Abnormal number of tubercles,,HP:0040112,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0041191,Fractured epiphysis of third metacarpal bone,bone epiphysis of third metacarpal bone,A partial or complete breakage of the epiphysis of third metacarpal bone.,false,,,http://purl.obolibrary.org/obo/HP_0009189|http://purl.obolibrary.org/obo/HP_0010222|http://purl.obolibrary.org/obo/HP_0041147,,,,,A partial or complete breakage of the epiphysis of third metacarpal bone.,,,,bone epiphysis of third metacarpal bone,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0009189|http://purl.obolibrary.org/obo/HP_0010222|http://purl.obolibrary.org/obo/HP_0041147,,,,,,,,,,,,,,,,,,HP:0041191,,Fractured epiphysis of third metacarpal bone,,HP:0041191,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003097,Short femur,Hypoplasia of the femora|Short thighbone|Femoral hypoplasia|Short femurs,An abnormal shortening of the femur.,false,,,http://purl.obolibrary.org/obo/HP_0005613|http://purl.obolibrary.org/obo/HP_0003026,,,,SNOMEDCT_US:93255008|UMLS:C0345375,An abnormal shortening of the femur.,,HP:0009749,,Hypoplasia of the femora|Short thighbone|Femoral hypoplasia|Short femurs,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0005613|http://purl.obolibrary.org/obo/HP_0003026,,,,,,,,,,,,,,,,,,HP:0003097,,Short femur,,HP:0003097,http://purl.obolibrary.org/obo/hp.obo#hposlim_core,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003961,Fractured forearm bones,Fracture of the forearm|Fractured forearm bones|Broken forearm,"Bone fracture in the radius, ulna, or wrist.",false,,,http://purl.obolibrary.org/obo/HP_0020110|http://purl.obolibrary.org/obo/HP_0040072,,,,UMLS:C4025477,"Bone fracture in the radius, ulna, or wrist.",,,,Fracture of the forearm|Fractured forearm bones|Broken forearm,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0020110|http://purl.obolibrary.org/obo/HP_0040072,,,,,,,,,,,,,,,,,,HP:0003961,,Fractured forearm bones,,HP:0003961,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0008986,Agenesis of the diaphragm,Absent diaphragm|Agenesis of diaphragm,"Congenital lack, i.e., aplasia of the diaphragm.|An extremely large diaphragmatic defect, or apparent absence of the hemidiaphragm, is called agenesis of the diaphragm; this defect probably represents the severe end of the Bochdalek hernia spectrum rather than a distinct entity.",false,,,http://purl.obolibrary.org/obo/HP_0010315,,,,SNOMEDCT_US:702613006|SNOMEDCT_US:72424001|UMLS:C0221360,"Congenital lack, i.e., aplasia of the diaphragm.",,,,Absent diaphragm,,,human_phenotype,Agenesis of diaphragm,,http://purl.obolibrary.org/obo/HP_0010315,,,,,,,,,,,,,,,,,,HP:0008986,"An extremely large diaphragmatic defect, or apparent absence of the hemidiaphragm, is called agenesis of the diaphragm; this defect probably represents the severe end of the Bochdalek hernia spectrum rather than a distinct entity.",Agenesis of the diaphragm,,HP:0008986,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004108,HP_0004108,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0004108,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0009561,
http://purl.obolibrary.org/obo/HP_0030498,Macular thickening,,Abnormal increase in retinal thickness in the macular area observed on fundoscopy or fundus imaging.,false,,,http://purl.obolibrary.org/obo/HP_0001103,,,,UMLS:C4072986,Abnormal increase in retinal thickness in the macular area observed on fundoscopy or fundus imaging.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0001103,,,,,,,,,,,,,,,,,,HP:0030498,,Macular thickening,,HP:0030498,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410185,Abnormal glucose-6-phosphate dehydrogenase level in tissue,Abnormal G6PD level in tissue,An anomaly in the level of glucose-6-phosphate dehydrogenase in tissue.,false,,,http://purl.obolibrary.org/obo/HP_0410176,,,,,An anomaly in the level of glucose-6-phosphate dehydrogenase in tissue.,,,,Abnormal G6PD level in tissue,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0410176,,,,,,,2018-05-21T18:01:15Z,,,,,,https://orcid.org/0000-0001-5208-3432,,,,,HP:0410185,,Abnormal glucose-6-phosphate dehydrogenase level in tissue,,HP:0410185,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034378,Urethrovesical occlusion,,Blockage of the flow of urine from the bladder into the urethra.,false,,,http://purl.obolibrary.org/obo/HP_0000796,,,,,Blockage of the flow of urine from the bladder into the urethra.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0000796,,,,,,,2022-09-05T13:18:49Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0034378,,Urethrovesical occlusion,,HP:0034378,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033430,Non-infectious meningitis,,Inflammation of the layers of tissue that cover the brain and spinal cord (meninges) and of the fluid-filled space between the meninges (subarachnoid space) when it is caused by disorders that are not infections or by drugs or vaccines.,false,,,http://purl.obolibrary.org/obo/HP_0033429,,,,,Inflammation of the layers of tissue that cover the brain and spinal cord (meninges) and of the fluid-filled space between the meninges (subarachnoid space) when it is caused by disorders that are not infections or by drugs or vaccines.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0033429,,,,,,,2021-01-09T17:52:39Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0033430,,Non-infectious meningitis,,HP:0033430,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020122,Bite cells,Degmacytes|Blister cells,"Red blood cells that appear to have parts of them bitten away.|This feature can be observed with acute hemolytic anemia (AHA) related to glucose-6-phosphate dehydrogenase (G6PD) deficiency. In this disorder, AHA can be triggered by ingestion of fave beans, infections, and certain medications. The blood film can show poikilocytosis with bite cells.",false,,,http://purl.obolibrary.org/obo/HP_0004447,,,,,Red blood cells that appear to have parts of them bitten away.,,,,Degmacytes|Blister cells,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0004447,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2019-07-02T20:24:07Z,,HP:0020122,"This feature can be observed with acute hemolytic anemia (AHA) related to glucose-6-phosphate dehydrogenase (G6PD) deficiency. In this disorder, AHA can be triggered by ingestion of fave beans, infections, and certain medications. The blood film can show poikilocytosis with bite cells.",Bite cells,,HP:0020122,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009844,Broad middle phalanx of finger,Broad middle phalanges of the hand|Broad middle phalanges of finger|Broad middle finger bones,Increased width of the middle phalanx of finger.,false,,,http://purl.obolibrary.org/obo/HP_0009768|http://purl.obolibrary.org/obo/HP_0009833,,,,UMLS:C4021383,Increased width of the middle phalanx of finger.,,,,Broad middle phalanges of the hand|Broad middle phalanges of finger|Broad middle finger bones,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0009768|http://purl.obolibrary.org/obo/HP_0009833,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2009-03-11T12:15:55Z,,HP:0009844,,Broad middle phalanx of finger,,HP:0009844,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0008032,HP_0008032,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0008032,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0001126,
http://purl.obolibrary.org/obo/HP_0003152,"obsolete Increased serum 1,25-dihydroxyvitamin D3",,,true,,,,,,,,,,,,,,,human_phenotype,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,HP:0003152,,"obsolete Increased serum 1,25-dihydroxyvitamin D3",true,HP:0003152,,,,,,,,,,,HP:0031415|http://purl.obolibrary.org/obo/HP_0031415,
http://purl.obolibrary.org/obo/HP_0005048,Synostosis of carpal bones,Fusion of wrist bones,,false,,,http://purl.obolibrary.org/obo/HP_0009702,,,,UMLS:C1836193,,,,,Fusion of wrist bones,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0009702,,,,,,,,,,,,,,,,,,HP:0005048,,Synostosis of carpal bones,,HP:0005048,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011386,Narrow internal auditory canal,,Reduction in diameter of the internal auditory canal.,false,,,http://purl.obolibrary.org/obo/HP_0011384,,,,UMLS:C4023383,Reduction in diameter of the internal auditory canal.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0011384,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2012-03-09T07:35:00Z,,HP:0011386,,Narrow internal auditory canal,,HP:0011386,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001010,Hypopigmentation of the skin,Hypopigmented skin|Hypopigmentation|Patchy lightened skin|Skin hypopigmentation,A reduction of skin color related to a decrease in melanin production and deposition.,false,,,http://purl.obolibrary.org/obo/HP_0001000,,,,SNOMEDCT_US:201284005|MSH:D017496|UMLS:C0162835|SNOMEDCT_US:89031001|SNOMEDCT_US:18655006|SNOMEDCT_US:23006000,A reduction of skin color related to a decrease in melanin production and deposition.,,HP:0005589|HP:0007622|HP:0007604,,Hypopigmented skin|Hypopigmentation|Patchy lightened skin,,,human_phenotype,Skin hypopigmentation,,http://purl.obolibrary.org/obo/HP_0001000,,,,,,,,,,,,,,,,,,HP:0001010,,Hypopigmentation of the skin,,HP:0001010,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0030980,Reduced brain glutamine level by MRS,,An decrease in the level of glutamine in the brain identified by magnetic resonance spectroscopy (MRS).,false,,,http://purl.obolibrary.org/obo/HP_0034496,,,,,An decrease in the level of glutamine in the brain identified by magnetic resonance spectroscopy (MRS).,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0034496,,,,,,,2017-05-05T09:56:23Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0030980,,Reduced brain glutamine level by MRS,,HP:0030980,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0008781,HP_0008781,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0008781,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0006429,
http://purl.obolibrary.org/obo/HP_0034370,Abnormal muscle tissue metabolite concentration,,,false,,,http://purl.obolibrary.org/obo/HP_0032243|http://purl.obolibrary.org/obo/HP_0011805,,,,,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0032243|http://purl.obolibrary.org/obo/HP_0011805,,,,,,,2022-09-05T10:59:04Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0034370,,Abnormal muscle tissue metabolite concentration,,HP:0034370,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002822,Hyperplasia of the femoral trochanters,Hyperplastic femoral trochanters,,false,,,http://purl.obolibrary.org/obo/HP_0003366,,,,UMLS:C3277120,,,,,Hyperplastic femoral trochanters,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0003366,,,,,,,,,,,,,,,,,,HP:0002822,,Hyperplasia of the femoral trochanters,,HP:0002822,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031304,Iliac arterial calcification,,An accumulation of calcium and phosphate in arteries with mineral deposits in the intimal or medial layer of the vessel wall of the iliac artery.,false,,,http://purl.obolibrary.org/obo/HP_4000066|http://purl.obolibrary.org/obo/HP_0031302,,,,,An accumulation of calcium and phosphate in arteries with mineral deposits in the intimal or medial layer of the vessel wall of the iliac artery.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_4000066|http://purl.obolibrary.org/obo/HP_0031302,,,,,,,2017-08-26T21:05:02Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0031304,,Iliac arterial calcification,,HP:0031304,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003625,HP_0003625,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0003625,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0003621,
http://purl.obolibrary.org/obo/HP_0009584,Osteolytic defects of the proximal phalanx of the 2nd finger,Lytic defects of proximal index finger phalanx,Dissolution or degeneration of bone tissue of the proximal phalanx of the 2nd finger.,false,,,http://purl.obolibrary.org/obo/HP_0009855|http://purl.obolibrary.org/obo/HP_0009544|http://purl.obolibrary.org/obo/HP_0009550,,,,UMLS:C4021433,Dissolution or degeneration of bone tissue of the proximal phalanx of the 2nd finger.,,HP:0004123,,Lytic defects of proximal index finger phalanx,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0009855|http://purl.obolibrary.org/obo/HP_0009544|http://purl.obolibrary.org/obo/HP_0009550,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2009-01-28T05:26:39Z,,HP:0009584,,Osteolytic defects of the proximal phalanx of the 2nd finger,,HP:0009584,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006691,Pulmonic valve myxoma,,A benign tumor of connective tissue containing mucous or gelatinous material (myxoma) localized in the pumonic valve.,false,,,http://purl.obolibrary.org/obo/HP_0001641,,,,UMLS:C4025002,A benign tumor of connective tissue containing mucous or gelatinous material (myxoma) localized in the pumonic valve.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0001641,,,,,,,,,,,,,,,,,,HP:0006691,,Pulmonic valve myxoma,,HP:0006691,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007702,obsolete Pigmentary retinal deposits,,,true,,,,,,,,,,,,,,,human_phenotype,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,HP:0007702,,obsolete Pigmentary retinal deposits,true,HP:0007702,,,,,,,,,,,HP:0000580|http://purl.obolibrary.org/obo/HP_0000580,
http://purl.obolibrary.org/obo/HP_0100163,Ivory epiphysis of the proximal phalanx of the 3rd toe,Increased bone density of end part of the innermost bone of the 3rd toe,,false,,,http://purl.obolibrary.org/obo/HP_0100093|http://purl.obolibrary.org/obo/HP_0100061,,,,UMLS:C4022258,,,,,Increased bone density of end part of the innermost bone of the 3rd toe,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0100093|http://purl.obolibrary.org/obo/HP_0100061,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2010-06-24T10:24:45Z,,HP:0100163,,Ivory epiphysis of the proximal phalanx of the 3rd toe,,HP:0100163,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032840,Neonatal bilateral symmetric epileptic spasm,,"Neonatal bilateral symmetric epileptic spasm is a sudden flexion, extension, or mixed extension-flexion of predominantly proximal and truncal muscles that occurs symmetrically at both sides of the body.",false,,,http://purl.obolibrary.org/obo/HP_0032833,,,,,"Neonatal bilateral symmetric epileptic spasm is a sudden flexion, extension, or mixed extension-flexion of predominantly proximal and truncal muscles that occurs symmetrically at both sides of the body.",,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0032833,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0032840,,Neonatal bilateral symmetric epileptic spasm,,HP:0032840,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032709,Focal aware cognitive seizure with dysgraphia/agraphia,,A focal cognitive seizure with dysgraphia / agraphia characterized by retained awareness throughout the seizure.,false,,,http://purl.obolibrary.org/obo/HP_0032681|http://purl.obolibrary.org/obo/HP_0032699,,,,,A focal cognitive seizure with dysgraphia / agraphia characterized by retained awareness throughout the seizure.,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0032681|http://purl.obolibrary.org/obo/HP_0032699,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0032709,,Focal aware cognitive seizure with dysgraphia/agraphia,,HP:0032709,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033788,Cementum overgrowth,Hypercementosis|Cementation hyperplasia|Drumstick-shaped root|Cementum hypertrophy|Cementum overdeveloped,"Excess of cementum on the tooth root surface.|The excessive buildup of normal cementum (calcified tissue) on the roots of one or more teeth is an idiopathic, non-neoplastic condition. Cementum overgrowth may be either hyperplasia or hypertrophy of the cement; these terms can only be used if histological evidence of hypertrophy or hyperplasia have been established.",false,,,http://purl.obolibrary.org/obo/HP_0100717,,,,,Excess of cementum on the tooth root surface.,,,,Hypercementosis|Cementation hyperplasia|Drumstick-shaped root|Cementum hypertrophy|Cementum overdeveloped,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0100717,,,,,,,2021-05-07T11:08:51Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0033788,"The excessive buildup of normal cementum (calcified tissue) on the roots of one or more teeth is an idiopathic, non-neoplastic condition. Cementum overgrowth may be either hyperplasia or hypertrophy of the cement; these terms can only be used if histological evidence of hypertrophy or hyperplasia have been established.",Cementum overgrowth,,HP:0033788,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100600,Penoscrotal transposition,Prepenile scrotum,"A partial or complete positional exchange between the penis and the scrotum, with positioning of the scrotum superior to the penis.",false,,,http://purl.obolibrary.org/obo/HP_0000036|http://purl.obolibrary.org/obo/HP_0000045,,,,SNOMEDCT_US:312005008|MSH:C536650|UMLS:C1868854,"A partial or complete positional exchange between the penis and the scrotum, with positioning of the scrotum superior to the penis.",,,,Prepenile scrotum,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0000036|http://purl.obolibrary.org/obo/HP_0000045,,,,,,,,,,,,,https://orcid.org/0009-0006-4530-3154,,,2010-12-27T05:19:57Z,,HP:0100600,,Penoscrotal transposition,,HP:0100600,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0200031,HP_0200031,,,true,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,true,HP:0200031,,,,,,,,,,,http://purl.obolibrary.org/obo/HP_0001034,
http://purl.obolibrary.org/obo/HP_0011646,Juxtaductal coarctation of the aorta,,"Narrowing or constriction of the aorta localized at the insertion of the ductus arteriosus, i.e., to the juxtaductal region of aortic arch.|Juxtaductal coarctation usually presents when the ductus arteriosus closes.",false,,,http://purl.obolibrary.org/obo/HP_0012305,,,,UMLS:C4023250,"Narrowing or constriction of the aorta localized at the insertion of the ductus arteriosus, i.e., to the juxtaductal region of aortic arch.",,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0012305,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2012-04-09T09:41:05Z,,HP:0011646,Juxtaductal coarctation usually presents when the ductus arteriosus closes.,Juxtaductal coarctation of the aorta,,HP:0011646,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005308,Pulmonary artery vasoconstriction,,,false,,,http://purl.obolibrary.org/obo/HP_0030967,,,,UMLS:C1867424,,,,,,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0030967,,,,,,,,,,,,,,,,,,HP:0005308,,Pulmonary artery vasoconstriction,,HP:0005308,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0025038,Intratesticular abscess,Testicular abscess,"A collection of pus within a testicle. Ultrasonographic features include shaggy, irregular walls, intratesticular location, low-level internal echoes, and occasionally, hypervascular margins.",false,,,http://purl.obolibrary.org/obo/HP_0000035|http://purl.obolibrary.org/obo/HP_0025615,,,,,"A collection of pus within a testicle. Ultrasonographic features include shaggy, irregular walls, intratesticular location, low-level internal echoes, and occasionally, hypervascular margins.",,,,Testicular abscess,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0000035|http://purl.obolibrary.org/obo/HP_0025615,,,,,,,2016-09-21T11:02:09Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0025038,,Intratesticular abscess,,HP:0025038,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034630,Ameliorated by folinic acid,Ameliorated by leucovorin,Applies to a sign or symptom that is improved or made more bearable by treatment with folinic acid.,false,,,http://purl.obolibrary.org/obo/HP_0034536,,,,,Applies to a sign or symptom that is improved or made more bearable by treatment with folinic acid.,,,,Ameliorated by leucovorin,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0034536,,,,,,,2023-03-19T13:16:40Z,,,,,,https://orcid.org/0000-0002-0736-9199,,,,,HP:0034630,,Ameliorated by folinic acid,,HP:0034630,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020158,Increased circulating adrenic acid concentration,Increased circulating docosatetraenoate level,"An increased concentration of adrenic acid (also known as cis-7,10,13,16-Docosatetraenoic acid) in the blood circulation.",false,,,http://purl.obolibrary.org/obo/HP_0004359,,,,,"An increased concentration of adrenic acid (also known as cis-7,10,13,16-Docosatetraenoic acid) in the blood circulation.",,,,Increased circulating docosatetraenoate level,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0004359,,,,,,,,,,,,,https://orcid.org/0000-0002-0736-9199,,,2019-07-06T19:34:06Z,,HP:0020158,,Increased circulating adrenic acid concentration,,HP:0020158,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410169,Abnormal morphology of the shoulder musculature,Abnormality of the shoulder musculature|Muscle issues in the shoulder,Any abnormality of the shoulder muscles.,false,,,http://purl.obolibrary.org/obo/HP_0011805,,,,,Any abnormality of the shoulder muscles.,,,,Abnormality of the shoulder musculature|Muscle issues in the shoulder,,,human_phenotype,,,http://purl.obolibrary.org/obo/HP_0011805,,,,,,,2018-05-01T17:39:54Z,,,,,,https://orcid.org/0000-0001-5208-3432,,,,,HP:0410169,,Abnormal morphology of the shoulder musculature,,HP:0410169,,,,,,,,,,,,
