,iri,description,synonyms,annotation,label,has_children,is_root
36,http://purl.obolibrary.org/obo/BFO_0000030,[],[],"{'BFO CLIF specification label': ['Object'], 'BFO OWL specification label': ['object'], 'editor note': ['BFO 2 Reference: BFO rests on the presupposition that at multiple micro-, meso- and macroscopic scales reality exhibits certain stable, spatially separated or separable material units, combined or combinable into aggregates of various sorts (for example organisms into what are called ‘populations’). Such units play a central role in almost all domains of natural science from particle physics to cosmology. Many scientific laws govern the units in question, employing general terms (such as ‘molecule’ or ‘planet’) referring to the types and subtypes of units, and also to the types and subtypes of the processes through which such units develop and interact. The division of reality into such natural units is at the heart of biological science, as also is the fact that these units may form higher-level units (as cells form multicellular organisms) and that they may also form aggregates of units, for example as cells form portions of tissue and organs form families, herds, breeds, species, and so on. At the same time, the division of certain portions of reality into engineered units (manufactured artifacts) is the basis of modern industrial technology, which rests on the distributed mass production of engineered parts through division of labor and on their assembly into larger, compound units such as cars and laptops. The division of portions of reality into units is one starting point for the phenomenon of counting.', 'BFO 2 Reference: Each object is such that there are entities of which we can assert unproblematically that they lie in its interior, and other entities of which we can assert unproblematically that they lie in its exterior. This may not be so for entities lying at or near the boundary between the interior and exterior. This means that two objects – for example the two cells depicted in Figure 3 – may be such that there are material entities crossing their boundaries which belong determinately to neither cell. Something similar obtains in certain cases of conjoined twins (see below).', 'BFO 2 Reference: To say that b is causally unified means: b is a material entity which is such that its material parts are tied together in such a way that, in environments typical for entities of the type in question,if c, a continuant part of b that is in the interior of b at t, is larger than a certain threshold size (which will be determined differently from case to case, depending on factors such as porosity of external cover) and is moved in space to be at t at a location on the exterior of the spatial region that had been occupied by b at t, then either b’s other parts will be moved in coordinated fashion or b will be damaged (be affected, for example, by breakage or tearing) in the interval between t and t.causal changes in one part of b can have consequences for other parts of b without the mediation of any entity that lies on the exterior of b. Material entities with no proper material parts would satisfy these conditions trivially. Candidate examples of types of causal unity for material entities of more complex sorts are as follows (this is not intended to be an exhaustive list):CU1: Causal unity via physical coveringHere the parts in the interior of the unified entity are combined together causally through a common membrane or other physical covering\\. The latter points outwards toward and may serve a protective function in relation to what lies on the exterior of the entity [13, 47', 'BFO 2 Reference: an object is a maximal causally unified material entity', 'BFO 2 Reference: ‘objects’ are sometimes referred to as ‘grains’ [74'], 'elucidation': ['b is an object means: b is a material entity which manifests causal unity of one or other of the types CUn listed above & is of a type (a material universal) instances of which are maximal relative to this criterion of causal unity. (axiom label in BFO2 Reference: [024-001])'], 'example of usage': ['atom', 'cell', 'cells and organisms', 'engineered artifacts', 'grain of sand', 'molecule', 'organelle', 'organism', 'planet', 'solid portions of matter', 'star']}",object,False,False
37,http://purl.obolibrary.org/obo/BFO_0000031,"['A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.', 'b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])']",[],"{'BFO CLIF specification label': ['GenericallyDependentContinuant'], 'BFO OWL specification label': ['gdc'], 'example of usage': ['The entries in your database are patterns instantiated as quality instances in your hard drive. The database itself is an aggregate of such patterns. When you create the database you create a particular instance of the generically dependent continuant type database. Each entry in the database is an instance of the generically dependent continuant type IAO: information content entity.', 'the pdf file on your laptop, the pdf file that is a copy thereof on my laptop', 'the sequence of this protein molecule; the sequence that is a copy thereof in that protein molecule.'], 'has associated axiom(fol)': ['(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] ']}",generically dependent continuant,True,False
38,http://purl.obolibrary.org/obo/BFO_0000034,[],[],{},function,True,False
39,http://purl.obolibrary.org/obo/BFO_0000040,['An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.'],[],"{'BFO CLIF specification label': ['MaterialEntity'], 'BFO OWL specification label': ['material'], 'editor note': ['BFO 2 Reference: Material entities (continuants) can preserve their identity even while gaining and losing material parts. Continuants are contrasted with occurrents, which unfold themselves in successive temporal parts or phases [60', 'BFO 2 Reference: Object, Fiat Object Part and Object Aggregate are not intended to be exhaustive of Material Entity. Users are invited to propose new subcategories of Material Entity.', 'BFO 2 Reference: ‘Matter’ is intended to encompass both mass and energy (we will address the ontological treatment of portions of energy in a later version of BFO). A portion of matter is anything that includes elementary particles among its proper or improper parts: quarks and leptons, including electrons, as the smallest particles thus far discovered; baryons (including protons and neutrons) at a higher level of granularity; atoms and molecules at still higher levels, forming the cells, organs, organisms and other material entities studied by biologists, the portions of rock studied by geologists, the fossils studied by paleontologists, and so on.Material entities are three-dimensional entities (entities extended in three spatial dimensions), as contrasted with the processes in which they participate, which are four-dimensional entities (entities extended also along the dimension of time).According to the FMA, material entities may have immaterial entities as parts – including the entities identified below as sites; for example the interior (or ‘lumen’) of your small intestine is a part of your body. BFO 2.0 embodies a decision to follow the FMA here.'], 'editor preferred term': ['material entity'], 'elucidation': ['A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002])'], 'example of usage': ['a flame', 'a forest fire', 'a human being', 'a hurricane', 'a photon', 'a puff of smoke', 'a sea wave', 'a tornado', 'an aggregate of human beings.', 'an energy wave', 'an epidemic', 'the undetached arm of a human being'], 'has associated axiom(fol)': ['(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] ', '(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] ', '(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] '], 'has associated axiom(nl)': ['Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002])', 'every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002])'], 'imported from': ['http://purl.obolibrary.org/obo/ido.owl']}",material entity,True,False
40,http://purl.obolibrary.org/obo/BFO_0000141,[],[],"{'BFO CLIF specification label': ['ImmaterialEntity'], 'BFO OWL specification label': ['immaterial'], 'editor note': ['BFO 2 Reference: Immaterial entities are divided into two subgroups:boundaries and sites, which bound, or are demarcated in relation, to material entities, and which can thus change location, shape and size and as their material hosts move or change shape or size (for example: your nasal passage; the hold of a ship; the boundary of Wales (which moves with the rotation of the Earth) [38, 7, 10']}",immaterial entity,False,False
41,http://purl.obolibrary.org/obo/CARO_0001010,['Material anatomical entity that is a member of an individual species or is a viral or viroid particle.'],[],"{'IAO_created_by': ['Melissa Haendel'], 'IAO_creation_date': ['9/18/11'], 'OBO foundry unique label': ['organism or virus'], 'imported from': ['Common Anatomy Reference Onotology - CARO2'], 'term editor': ['Melissa Haendel']}",organism or virus or viroid,False,False
42,http://purl.obolibrary.org/obo/CHEBI_16991,"['High molecular weight, linear polymers, composed of nucleotides containing deoxyribose and linked by phosphodiester bonds; DNA contain the genetic information of organisms.']",[],"{'editor preferred term': ['deoxyribonucleic acid'], 'imported from': ['http://purl.obolibrary.org/obo/chebi.owl']}",deoxyribonucleic acid,False,False
43,http://purl.obolibrary.org/obo/CHEBI_33696,"['A macromolecule made up of nucleotide units and hydrolysable into certain pyrimidine or purine bases (usually adenine, cytosine, guanine, thymine, uracil), D-ribose or 2-deoxy-D-ribose and phosphoric acid.']",[],"{'editor preferred term': ['nucleic acid'], 'imported from': ['http://purl.obolibrary.org/obo/chebi.owl']}",nucleic acid,True,False
44,http://purl.obolibrary.org/obo/CHEBI_33697,"['High molecular weight, linear polymers, composed of nucleotides containing ribose and linked by phosphodiester bonds; RNA is central to the synthesis of proteins.']",[],"{'editor preferred term': ['ribonucleic acid'], 'imported from': ['http://purl.obolibrary.org/obo/chebi.owl']}",ribonucleic acid,False,False
45,http://purl.obolibrary.org/obo/CHEBI_33839,"['A macromolecule is a molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.']",[],"{'alternative label': ['polymer'], 'editor preferred term': ['macromolecule'], 'imported from': ['http://purl.obolibrary.org/obo/chebi.owl']}",macromolecule,True,False
46,http://purl.obolibrary.org/obo/CL_0000000,['A material entity of anatomical origin (part of or deriving from an organism) that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.'],[],"{'editor preferred term': ['cell'], 'example of usage': ['PMID:18089833.Cancer Res. 2007 Dec 15;67(24):12018-25. ""...Epithelial cells were harvested from histologically confirmed adenocarcinomas ..""'], 'imported from': ['http://purl.obolibrary.org/obo/cl.owl']}",cell,True,False
47,http://purl.obolibrary.org/obo/CL_0000010,['A cell in vitro that is or has been maintained or propagated as part of a cell culture.'],[],"{'editor preferred term': ['cultured cell'], 'imported from': ['http://purl.obolibrary.org/obo/cl.owl']}",cultured cell,False,False
48,http://purl.obolibrary.org/obo/CL_0000236,"['A lymphocyte of B lineage that is capable of B cell mediated immunity.', 'A lymphocyte of B lineage with the phenotype CD19-positive, CD20-positive, and capable of B cell mediated immunity.']",[],"{'editor preferred term': ['B cell'], 'imported from': ['http://purl.obolibrary.org/obo/cl.owl']}",B cell,False,False
49,http://purl.obolibrary.org/obo/ENVO_01000744,"[""A self-contained constructed feature used by one or more households as a home, such as a house, apartment, mobile home, houseboat or other 'substantial' structure. A dwelling typically includes nearby outbuildings, sheds etc. within the curtilage of the property, excluding any 'open fields beyond'. It has significance in relation to search and seizure, conveyancing of real property, burglary, trespass, and land use planning.""]",[],"{'editor note': ['See https://github.com/EnvironmentOntology/envo/issues/264 for discussion. This definition needs a lot of clean up and links to household and related classes must be made to form logical definitions for inference to work.', 'Subclasses will be added by inference.']}",human dwelling,False,False
50,http://purl.obolibrary.org/obo/GO_0003674,[],[],{'OBO foundry unique label': ['molecular process']},molecular_function,True,False
51,http://purl.obolibrary.org/obo/GO_0003824,[],[],{},catalytic activity,True,False
52,http://purl.obolibrary.org/obo/GO_0003964,"[""Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Catalyzes RNA-template-directed extension of the 3'- end of a DNA strand by one deoxynucleotide at a time.""]",[],"{'editor preferred term': ['RNA-directed DNA polymerase activity'], 'imported from': ['http://purl.obolibrary.org/obo/go.owl']}",RNA-directed DNA polymerase activity,False,False
53,http://purl.obolibrary.org/obo/GO_0016301,[],[],{},kinase activity,False,False
54,http://purl.obolibrary.org/obo/GO_0016740,[],[],{},transferase activity,True,False
55,http://purl.obolibrary.org/obo/GO_0016772,[],[],{},"transferase activity, transferring phosphorus-containing groups",True,False
56,http://purl.obolibrary.org/obo/GO_0032991,"['A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.']",[],"{'alternative label': ['protein complex'], 'editor preferred term': ['protein-containing complex'], 'example of usage': ['A ribosome is a protein complex.'], 'imported from': ['http://purl.obolibrary.org/obo/go.owl']}",protein-containing complex,False,False
57,http://purl.obolibrary.org/obo/IAO_0000005,['A directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved.'],[],"{'alternative label': ['goal specification'], 'definition source': ['OBI Plan and Planned Process/Roles Branch', 'OBI_0000217'], 'editor note': ['2009-03-16: original definition when imported from OBI read: ""objective is an non realizable information entity which can serve as that  proper part of a plan towards which the realization of the plan is directed.""', '2014-03-31: In the example of usage (""In the protocol of a ChIP assay the objective specification says to identify protein and DNA interaction"") there is a protocol which is the ChIP assay protocol. In addition to being concretized on paper, the protocol can be concretized as a realizable entity, such as a plan that inheres in a person. The objective specification is the part that says that some protein and DNA interactions are identified. This is a specification of a process endpoint: the boundary in the process before which they are not identified and after which they are. During the realization of the plan, the goal is to get to the point of having the interactions, and participants in the realization of the plan try to do that.', 'Answers the question, why did you do this experiment?'], 'editor preferred term': ['objective specification'], 'example of usage': ['In the protocol of a ChIP assay the objective specification says to identify protein and DNA interaction.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Alan Ruttenberg', 'PERSON: Barry Smith', 'PERSON: Bjoern Peters', 'PERSON: Jennifer Fostel']}",objective specification,True,False
58,http://purl.obolibrary.org/obo/IAO_0000007,['A directive information entity that describes an action the bearer will take.'],[],"{'definition source': ['OBI Plan and Planned Process branch'], 'example of usage': ['Pour the contents of flask 1 into flask 2'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['Alan Ruttenberg']}",action specification,False,False
59,http://purl.obolibrary.org/obo/IAO_0000015,['A quality of an information bearer that imparts the information content'],[],"{'definition source': ['Smith, Ceusters, Ruttenberg, 2000 years of philosophy'], 'editor note': [""12/15/09: There is a concern that some ways that carry information may be processes rather than qualities, such as in a 'delayed wave carrier'.""], 'editor preferred term': ['information carrier'], 'example of usage': ['In the case of a printed paperback novel the physicality of the ink and of the paper form part of the information bearer. The qualities of appearing black and having a certain pattern for the ink and appearing white for the paper form part of the information carrier in this case.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['PERSON: Alan Ruttenberg']}",information carrier,False,False
60,http://purl.obolibrary.org/obo/IAO_0000027,"['An information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.', 'a data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.']",[],"{'alternative label': ['data'], 'editor note': ['2/2/2009 Alan and Bjoern discussing FACS run output data. This is a data item because it is about the cell population. Each element records an event and is typically further composed a set of measurment data items that record the fluorescent intensity stimulated by one of the lasers.', '2009-03-16: data item deliberatly ambiguous: we merged data set and datum to be one entity, not knowing how to define singular versus plural. So data item is more general than datum.', '2009-03-16: removed datum as alternative term as datum specifically refers to singular form, and is thus not an exact synonym.', 'JAR: datum     -- well, this will be very tricky to define, but maybe some \ninformation-like stuff that might be put into a computer and that is \nmeant, by someone, to denote and/or to be interpreted by some \nprocess... I would include lists, tables, sentences... I think I might \ndefer to Barry, or to Brian Cantwell Smith\n\nJAR: A data item is an approximately justified approximately true approximate belief'], 'editor preferred term': ['data item'], 'example of usage': ['Data items include counts of things, analyte concentrations, and statistical summaries.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'imported from': ['http://purl.obolibrary.org/obo/obi.owl'], 'term editor': ['PERSON: Alan Ruttenberg', 'PERSON: Chris Stoeckert', 'PERSON: Jonathan Rees']}",data item,True,False
61,http://purl.obolibrary.org/obo/IAO_0000030,['A generically dependent continuant that is about some thing.'],[],"{'definition source': ['OBI_0000142'], 'editor note': ['2014-03-10: The use of ""thing"" is intended to be general enough to include universals and configurations (see https://groups.google.com/d/msg/information-ontology/GBxvYZCk1oc/-L6B5fSBBTQJ).', ""information_content_entity 'is_encoded_in' some digital_entity in obi before split (040907). information_content_entity 'is_encoded_in' some physical_document in obi before split (040907).\n\nPrevious. An information content entity is a non-realizable information entity that 'is encoded in' some digital or physical entity.""], 'editor preferred term': ['information content entity'], 'example of usage': ['Examples of information content entites include journal articles, data, graphical layouts, and graphs.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Chris Stoeckert']}",information content entity,True,False
62,http://purl.obolibrary.org/obo/IAO_0000033,['An information content entity whose concretizations indicate to their bearer how to realize them in a process.'],[],"{'editor note': ['2009-03-16: provenance: a term realizable information entity was proposed for OBI (OBI_0000337) , edited by the PlanAndPlannedProcess branch. Original definition was  ""is the specification of a process that can be concretized and realized by an actor"" with alternative term  ""instruction"".It has been subsequently moved to IAO where the objective for which the original term was defined was satisfied with the definitionof this, different, term.', '2013-05-30 Alan Ruttenberg: What differentiates a directive information entity from an information concretization is that it can have concretizations that are either qualities or realizable entities. The concretizations that are realizable entities are created when an individual chooses to take up the direction, i.e. has the intention to (try to) realize it.', '8/6/2009 Alan Ruttenberg: Changed label from ""information entity about a realizable"" after discussions at ICBO', ""Werner pushed back on calling it realizable information entity as it isn't realizable. However this name isn't right either. An example would be a recipe. The realizable entity would be a plan, but the information entity isn't about the plan, it, once concretized, *is* the plan. -Alan""], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON: Alan Ruttenberg', 'PERSON: Bjoern Peters']}",directive information entity,True,False
63,http://purl.obolibrary.org/obo/IAO_0000078,['The curation status of the term. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.'],[],"{'definition source': ['GROUP:OBI:<http://purl.obolibrary.org/obo/obi>', 'OBI_0000266'], 'editor note': ['Better to represent curation as a process with parts and then relate labels to that process (in IAO meeting)'], 'editor preferred term': ['curation status specification'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['PERSON:Bill Bug']}",curation status specification,True,False
64,http://purl.obolibrary.org/obo/IAO_0000101,"['An image is an affine projection to a two dimensional surface, of measurements of some quality of an entity or entities repeated at regular intervals across a spatial range, where the measurements are represented as color and luminosity on the projected on surface.']",[],"{'definition source': ['OBI_0000030', 'group:OBI'], 'editor preferred term': ['image'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['person:Alan Ruttenberg', 'person:Allyson', 'person:Chris Stoeckert']}",image,True,False
65,http://purl.obolibrary.org/obo/IAO_0000102,"['Data about an ontology part is a data item about a part of an ontology, for example a term', 'data about an ontology part is a data item about a part of an ontology, for example a term']",[],"{'editor preferred term': ['data about an ontology part'], 'term editor': ['Person:Alan Ruttenberg']}",data about an ontology part,True,False
66,http://purl.obolibrary.org/obo/IAO_0000104,"['A directive information entity with action specifications and objective specifications as parts that, when concretized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified.', '2/3/2009 Comment from OBI review.\n\nAction specification not well enough specified.\nConditional specification not well enough specified.\nQuestion whether all plan specifications have objective specifications.\n\nRequest that IAO either clarify these or change definitions not to use them']",[],"{'definition source': ['OBI Plan and Planned Process branch', 'OBI_0000344'], 'editor note': ['2009-03-16: provenance: a term a plan was proposed for OBI (OBI_0000344) , edited by the PlanAndPlannedProcess branch. Original definition was "" a plan is a specification of a process that is realized by an actor to achieve the objective specified as part of the plan"". It has been subsequently moved to IAO where the objective for which the original term was defined was satisfied with the definitionof this, different, term.', '2014-03-31: A plan specification can have other parts, such as conditional specifications.', 'Alternative previous definition: a plan is a set of instructions that specify how an objective should be achieved'], 'editor preferred term': ['plan specification'], 'example of usage': ['PMID: 18323827.Nat Med. 2008 Mar;14(3):226.New plan proposed to help resolve conflicting medical advice.'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['Alan Ruttenberg']}",plan specification,True,False
67,http://purl.obolibrary.org/obo/IAO_0000178,['A material entity in which a concretization of an information content entity inheres.'],[],"{'editor preferred term': ['material information bearer'], 'example of usage': ['A page of a paperback novel with writing on it. The paper itself is a material information bearer, the pattern of ink is the information carrier.', 'a brain', 'a hard drive'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['GROUP: IAO']}",material information bearer,False,False
68,http://purl.obolibrary.org/obo/IAO_0000185,"['A photograph is created by projecting an image onto a photosensitive surface such as a chemically treated plate or film, CCD receptor, etc.']",[],"{'definition source': ['WEB: http://en.wiktionary.org/wiki/photograph'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000122'], 'term editor': ['PERSON:Alan Ruttenberg', 'PERSON:Joanne Luciano', 'PERSON:Melanie Courtot']}",photograph,False,False
69,http://purl.obolibrary.org/obo/IAO_0000225,['The reason for which a term has been deprecated. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.'],[],"{'editor note': [""The creation of this class has been inspired in part by Werner Ceusters' paper, Applying evolutionary terminology auditing to the Gene Ontology.""], 'editor preferred term': ['obsolescence reason specification'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000125'], 'term editor': ['PERSON: Alan Ruttenberg', 'PERSON: Melanie Courtot']}",obsolescence reason specification,True,False
70,http://purl.obolibrary.org/obo/IAO_0000310,['A collection of information content entities intended to be understood together as a whole'],[],"{'example of usage': ['A journal article, patent application, laboratory notebook, or a book'], 'has curation status': ['http://purl.obolibrary.org/obo/IAO_0000120'], 'term editor': ['PERSON: Lawrence Hunter']}",document,False,False
71,http://purl.obolibrary.org/obo/IAO_0000409,['A denotator type indicates how a term should be interpreted from an ontological perspective.'],[],"{'definition source': ['Barry Smith, Werner Ceusters'], 'editor preferred term': ['denotator type'], 'example of usage': ['The Basic Formal Ontology ontology makes a distinction between Universals and defined classes, where the formal are ""natural kinds"" and the latter arbitrary collections of entities.'], 'term editor': ['Alan Ruttenberg']}",denotator type,True,False
72,http://purl.obolibrary.org/obo/IAO_8000000,[],[],"{'alternative label': ['ontology file'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:55:03Z'], 'curator note': [""This class and it's subclasses are applied to OWL ontologies. Using an rdf:type triple will result in problems with OWL-DL. I propose that dcterms:type is instead used to connect an ontology URI with a class from this hierarchy. The class hierarchy is not disjoint, so multiple assertions can be made about a single ontology.""], 'editor note': [""I have placed this under 'data about an ontology part', but this can be discussed. I think this is OK if 'part' is interpreted reflexively, as an ontology module is the whole ontology rather than part of it.""]}",ontology module,True,False
73,http://purl.obolibrary.org/obo/IAO_8000001,"['An ontology module that comprises only of asserted axioms local to the ontology, excludes import directives, and excludes axioms or declarations from external ontologies.']",[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:55:30Z'], 'seeAlso': ['https://github.com/INCATools/ontology-starter-kit/issues/50']}",base ontology module,False,False
74,http://purl.obolibrary.org/obo/IAO_8000002,"['An ontology module that is intended to be directly edited, typically managed in source control, and typically not intended for direct consumption by end-users.']",[],"{'alternative label': ['source ontology module'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:55:47Z']}",editors ontology module,False,False
75,http://purl.obolibrary.org/obo/IAO_8000003,['An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.'],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:56:13Z'], 'editor note': ['TODO: Add logical axioms that state that a main release ontology module is derived from (directly or indirectly) an editors module']}",main release ontology module,False,False
76,http://purl.obolibrary.org/obo/IAO_8000004,"['An ontology module that consists entirely of axioms that connect or bridge two distinct ontology modules. For example, the Uberon-to-ZFA bridge module.']",[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:56:23Z'], 'seeAlso': ['https://github.com/obophenotype/uberon/wiki/inter-anatomy-ontology-bridge-ontologies']}",bridge ontology module,True,False
77,http://purl.obolibrary.org/obo/IAO_8000005,['A subset ontology module that is intended to be imported from another ontology.'],[],"{'alternative label': ['import file'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:56:47Z'], 'editor note': ['TODO: add axioms that indicate this is the output of a module extraction process.'], 'seeAlso': ['http://robot.obolibrary.org/extract']}",import ontology module,True,False
78,http://purl.obolibrary.org/obo/IAO_8000006,['An ontology module that is extracted from a main ontology module and includes only a subset of entities or axioms.'],[],"{'alternative label': ['ontology slim', 'subset ontology'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:58:11Z'], 'seeAlso': ['http://robot.obolibrary.org/filter', 'http://www.geneontology.org/page/go-slim-and-subset-guide']}",subset ontology module,True,False
79,http://purl.obolibrary.org/obo/IAO_8000007,['A subset ontology that is intended as a whitelist for curators using the ontology. Such a subset will exclude classes that curators should not use for curation.'],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:58:38Z']}",curation subset ontology module,False,False
80,http://purl.obolibrary.org/obo/IAO_8000008,['An ontology module that is intended for usage in analysis or discovery applications.'],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:58:49Z']}",analysis subset ontology module,False,False
81,http://purl.obolibrary.org/obo/IAO_8000009,['A subset ontology that is largely comprised of a single layer or strata in an ontology class hierarchy. The purpose is typically for rolling up for visualization. The classes in the layer need not be disjoint.'],[],"{'alternative label': ['ribbon subset'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:59:19Z']}",single layer subset ontology module,False,False
82,http://purl.obolibrary.org/obo/IAO_8000010,"['A subset of an ontology that is intended to be excluded for some purpose. For example, a blacklist of classes.']",[],"{'alternative label': ['antislim'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T20:59:57Z']}",exclusion subset ontology module,False,False
83,http://purl.obolibrary.org/obo/IAO_8000011,['An imported ontology module that is derived from an external ontology. Derivation methods include the OWLAPI SLME approach.'],[],"{'alternative label': ['external import'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T21:00:14Z']}",external import ontology module,False,False
84,http://purl.obolibrary.org/obo/IAO_8000012,['A subset ontology that is crafted to either include or exclude a taxonomic grouping of species.'],[],"{'alternative label': ['taxon subset'], 'created_by': ['cjm'], 'creation_date': ['2018-05-20T21:14:16Z'], 'seeAlso': ['https://github.com/obophenotype/uberon/wiki/Taxon-constraints']}",species subset ontology module,False,False
85,http://purl.obolibrary.org/obo/IAO_8000013,"['An ontology module that contains axioms generated by a reasoner. The generated axioms are typically direct SubClassOf axioms, but other possibilities are available.']",[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T21:20:33Z'], 'seeAlso': ['http://robot.obolibrary.org/reason']}",reasoned ontology module,False,False
86,http://purl.obolibrary.org/obo/IAO_8000014,"['An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.']",[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T21:21:12Z'], 'editor note': ['TODO: Add axioms (using PROV-O?) that indicate this is the output-of some reasoning process']}",generated ontology module,True,False
87,http://purl.obolibrary.org/obo/IAO_8000015,['An ontology module that is automatically generated from a template specification and fillers for slots in that template.'],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T21:21:21Z'], 'seeAlso': ['http://robot.obolibrary.org/template', 'https://doi.org/10.1186/s13326-017-0126-0', 'https://github.com/dosumis/dead_simple_owl_design_patterns/']}",template generated ontology module,False,False
88,http://purl.obolibrary.org/obo/IAO_8000016,[],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-20T21:28:15Z']}",taxonomic bridge ontology module,False,False
89,http://purl.obolibrary.org/obo/IAO_8000017,[],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-22T04:15:54Z']}",ontology module subsetted by expressivity,True,False
90,http://purl.obolibrary.org/obo/IAO_8000018,"['A subset ontology that is designed for basic applications to continue to make certain simplifying assumptions; many of these simplifying assumptions were based on the initial version of the Gene Ontology, and have become enshrined in many popular and useful tools such as term enrichment tools.\n\nExamples of such assumptions include: traversing the ontology graph ignoring relationship types using a naive algorithm will not lead to cycles (i.e. the ontology is a DAG); every referenced term is declared in the ontology (i.e. there are no dangling clauses).\n\nAn ontology is OBO Basic if and only if it has the following characteristics:\nDAG\nUnidirectional\nNo Dangling Clauses\nFully Asserted\nFully Labeled\nNo equivalence axioms\nSingly labeled edges\nNo qualifier lists\nNo disjointness axioms\nNo owl-axioms header\nNo imports']",[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-22T04:16:10Z'], 'seeAlso': ['http://owlcollab.github.io/oboformat/doc/obo-syntax.html#6.2']}",obo basic subset ontology module,False,False
91,http://purl.obolibrary.org/obo/IAO_8000019,[],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-22T04:16:28Z']}",ontology module subsetted by OWL profile,True,False
92,http://purl.obolibrary.org/obo/IAO_8000020,[],[],"{'created_by': ['cjm'], 'creation_date': ['2018-05-22T04:16:48Z']}",EL++ ontology module,False,False
